"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000110651",6985.17991783834,0.281869208215579,0.0399601371076612,7.05375978706387,1.74146911630164e-12,8.10793509036916e-12,"CD81","975","CD81 molecule"
"ENSG00000126561",73.0324140205102,1.55852128827471,0.220975875072742,7.05290243906338,1.7522371293698e-12,8.15541060798899e-12,"STAT5A","6776","signal transducer and activator of transcription 5A"
"ENSG00000167767",58.3420378121997,-1.76583880651284,0.250457761430414,-7.0504455379134,1.78345809546526e-12,8.29801805720708e-12,"KRT80","144501","keratin 80"
"ENSG00000160570",386.814052306116,0.680558670511875,0.0965372720343643,7.0496985896765,1.79305761887342e-12,8.33996581829631e-12,"DEDD2","162989","death effector domain containing 2"
"ENSG00000011021",368.754725254034,0.707737375176283,0.100395950391219,7.04946138184257,1.79611672361165e-12,8.35147502606404e-12,"CLCN6","1185","chloride voltage-gated channel 6"
"ENSG00000137404",173.669978628267,-0.988860568357674,0.14030406573624,-7.04798227455965,1.81530756614901e-12,8.43796071424419e-12,"NRM","11270","nurim"
"ENSG00000135250",790.745176469248,-0.52835334455068,0.0749659640295142,-7.04790969329316,1.81625443948278e-12,8.43961561924918e-12,"SRPK2","6733","SRSF protein kinase 2"
"ENSG00000173402",1953.6804544758,-0.366997703200907,0.0520774643530328,-7.0471500054809,1.82619421802699e-12,8.48304332042195e-12,"DAG1","1605","dystroglycan 1"
"ENSG00000174021",1838.48406708696,0.407406942399061,0.0578397722244168,7.04371623073363,1.87179158225719e-12,8.69202567001356e-12,"GNG5","2787","G protein subunit gamma 5"
"ENSG00000176887",441.786455214632,-0.645737609118394,0.0916997835581985,-7.04186622979942,1.89681891860718e-12,8.80538233129185e-12,"SOX11","6664","SRY-box transcription factor 11"
"ENSG00000175832",464.378856504651,0.688137337324116,0.097753334646785,7.03952801007334,1.92892105876912e-12,8.95149720710139e-12,"ETV4","2118","ETS variant transcription factor 4"
"ENSG00000165684",398.753642700418,0.704699563848136,0.100161928248979,7.03560300972257,1.98401078270711e-12,9.20416044825864e-12,"SNAPC4","6621","small nuclear RNA activating complex polypeptide 4"
"ENSG00000083720",530.16500058343,-0.592671948231441,0.0842731030701603,-7.03275335355838,2.0249714865368e-12,9.39113399795183e-12,"OXCT1","5019","3-oxoacid CoA-transferase 1"
"ENSG00000124920",105.684503631355,-1.24329574042373,0.176807312113543,-7.03192489926717,2.0370344602845e-12,9.44401175939755e-12,"MYRF","745","myelin regulatory factor"
"ENSG00000173875",463.94430185328,0.651543582253108,0.0927546948446601,7.02437308800674,2.1502952526326e-12,9.96587196255812e-12,"ZNF791","163049","zinc finger protein 791"
"ENSG00000108510",1504.30361418643,0.421903525315741,0.0600710312280564,7.02341073044022,2.1651650724861e-12,1.00315335372661e-11,"MED13","9969","mediator complex subunit 13"
"ENSG00000110172",619.189522478106,-0.557251001374799,0.0793873230013479,-7.01939529268845,2.22830532341445e-12,1.03207241373709e-11,"CHORDC1","26973","cysteine and histidine rich domain containing 1"
"ENSG00000101955",1279.09843970228,0.46607376095734,0.0664085709304164,7.01827722577703,2.24620535150905e-12,1.0400258424945e-11,"SRPX","8406","sushi repeat containing protein X-linked"
"ENSG00000171222",655.498561787182,0.577488357248086,0.0822850801533405,7.0181417599876,2.24838368778682e-12,1.04069710292764e-11,"SCAND1","51282","SCAN domain containing 1"
"ENSG00000128335",499.591574656263,-0.616242682592517,0.0878113060017655,-7.0178056864355,2.25379681604828e-12,1.04286471397582e-11,"APOL2","23780","apolipoprotein L2"
"ENSG00000067533",341.74620412012,-0.700454597680014,0.0998122176453738,-7.01772402421398,2.25511407655376e-12,1.04313631701729e-11,"RRP15","51018","ribosomal RNA processing 15 homolog"
"ENSG00000168394",509.338053886599,-0.598544653958115,0.085320338631475,-7.01526345955347,2.29516054839483e-12,1.06102130350315e-11,"TAP1","6890","transporter 1, ATP binding cassette subfamily B member"
"ENSG00000075239",631.890881962938,-0.537523231912904,0.0766220285586989,-7.01525712675586,2.29526451121865e-12,1.06102130350315e-11,"ACAT1","38","acetyl-CoA acetyltransferase 1"
"ENSG00000221829",140.864966945573,-1.11699664564322,0.159274107726352,-7.01304600972764,2.33184724231431e-12,1.07758350078349e-11,"FANCG","2189","FA complementation group G"
"ENSG00000176783",512.442485735585,-0.605507867198428,0.086360059319432,-7.01143412788488,2.35887547378466e-12,1.08972112766947e-11,"RUFY1","80230","RUN and FYVE domain containing 1"
"ENSG00000167670",265.185826451612,-0.850830372570699,0.121361201715552,-7.01072798014053,2.37081281252515e-12,1.0948816752056e-11,"CHAF1A","10036","chromatin assembly factor 1 subunit A"
"ENSG00000133606",1463.04639160608,0.405580363496114,0.0578691483830416,7.00857667390468,2.40754676202392e-12,1.11148668224789e-11,"MKRN1","23608","makorin ring finger protein 1"
"ENSG00000044459",172.364242611857,-1.018226982954,0.145331711584066,-7.00622714654411,2.44830321762192e-12,1.12993742037194e-11,"CNTLN","54875","centlein"
"ENSG00000122482",743.277633677386,0.511570317659361,0.0730207764735063,7.00581865005189,2.4554579908632e-12,1.13287344772255e-11,"ZNF644","84146","zinc finger protein 644"
"ENSG00000172927",79.1650526931912,-1.4673204303586,0.209593623052475,-7.00078756685855,2.54527627176906e-12,1.17393368633998e-11,"MYEOV","26579","myeloma overexpressed"
"ENSG00000187607",184.36331368338,1.02359532926207,0.146252685102162,6.99881392637032,2.58138418730088e-12,1.19020309010348e-11,"ZNF286A","57335","zinc finger protein 286A"
"ENSG00000181072",5385.69948610818,0.307549599983061,0.0439489436198995,6.99788378630804,2.59857487863296e-12,1.19774261266193e-11,"CHRM2","1129","cholinergic receptor muscarinic 2"
"ENSG00000146587",332.250674444398,0.713131048542487,0.10197748403566,6.99302454150681,2.69022428345086e-12,1.23958592467136e-11,"RBAK","57786","RB associated KRAB zinc finger"
"ENSG00000180190",201.363520235783,0.927543021399097,0.132674279292505,6.99112914986449,2.72682592579896e-12,1.25604584082916e-11,"TDRP","157695","testis development related protein"
"ENSG00000158163",91.5545098071502,-1.39106186125282,0.199007537078752,-6.98999586484177,2.7489434612963e-12,1.26582554484708e-11,"DZIP1L","199221","DAZ interacting zinc finger protein 1 like"
"ENSG00000105810",4509.60213158218,0.380080391362963,0.0543935419478172,6.98760142752967,2.796254147527e-12,1.28719607616099e-11,"CDK6","1021","cyclin dependent kinase 6"
"ENSG00000013288",2261.84980268151,0.354167417420383,0.0506971346191194,6.98594545986068,2.82943985156932e-12,1.30205279767449e-11,"MAN2B2","23324","mannosidase alpha class 2B member 2"
"ENSG00000141279",2134.49228735003,0.370724672135212,0.0530709120175053,6.9854588519777,2.83926471522769e-12,1.30615321070249e-11,"NPEPPS","9520","aminopeptidase puromycin sensitive"
"ENSG00000163590",45.0929332528725,2.12353432465873,0.304046720037056,6.98423691069556,2.86408406502336e-12,1.31714670910475e-11,"PPM1L","151742","protein phosphatase, Mg2+/Mn2+ dependent 1L"
"ENSG00000163041",903.219676718768,0.471529960352774,0.0675186186033463,6.98370271943632,2.87500096234273e-12,1.32174167190549e-11,"H3-3A","3020","H3.3 histone A"
"ENSG00000119231",929.095550571587,0.468598959841579,0.067102125808325,6.98336981424578,2.88182494348057e-12,1.32445262202949e-11,"SENP5","205564","SUMO specific peptidase 5"
"ENSG00000102901",521.574097711483,-0.607625368677288,0.087018495478976,-6.98271517259331,2.89529032547357e-12,1.33021315564698e-11,"CENPT","80152","centromere protein T"
"ENSG00000138080",6850.88977319157,0.283875094831949,0.0406912664878719,6.97631505071386,3.03022795026748e-12,1.39176128751192e-11,"EMILIN1","11117","elastin microfibril interfacer 1"
"ENSG00000205220",138.482367706132,1.13632328101357,0.163000902683659,6.9712698660256,3.14092795884381e-12,1.44214127174944e-11,"PSMB10","5699","proteasome 20S subunit beta 10"
"ENSG00000165572",384.593204426157,0.701828174904234,0.100692879381774,6.96998813831982,3.16967709200397e-12,1.45487363695967e-11,"KBTBD6","89890","kelch repeat and BTB domain containing 6"
"ENSG00000197299",64.6293423371974,-1.6410502205773,0.235522545005806,-6.96769908178788,3.22166386158063e-12,1.47826041114095e-11,"BLM","641","BLM RecQ like helicase"
"ENSG00000111669",8053.08259879776,-0.272216373666516,0.0390773579867834,-6.96608951297536,3.25871848542822e-12,1.49478275034864e-11,"TPI1","7167","triosephosphate isomerase 1"
"ENSG00000173918",274.596566725263,0.782390242577654,0.112348092788015,6.96398330547465,3.30783824511876e-12,1.51682701423038e-11,"C1QTNF1","114897","C1q and TNF related 1"
"ENSG00000170852",643.684008728574,0.534210731964314,0.0767161306432674,6.9634733593175,3.31983965341738e-12,1.52184177180404e-11,"KBTBD2","25948","kelch repeat and BTB domain containing 2"
"ENSG00000162104",1003.63012819357,-0.441186633230515,0.0633824423883083,-6.9607073600543,3.38568414506263e-12,1.55152750491096e-11,"ADCY9","115","adenylate cyclase 9"
"ENSG00000138413",1250.72164236103,0.413140279785949,0.059371813762669,6.95852549557308,3.43852520502195e-12,1.57523714010691e-11,"IDH1","3417","isocitrate dehydrogenase (NADP(+)) 1"
"ENSG00000128805",1130.38020693987,-0.47217898839423,0.0678588641865961,-6.95825068771925,3.44523765734198e-12,1.57780617818124e-11,"ARHGAP22","58504","Rho GTPase activating protein 22"
"ENSG00000120265",929.948409474341,-0.495394573170906,0.071196410868163,-6.95813970297248,3.44795220979035e-12,1.57854324886684e-11,"PCMT1","5110","protein-L-isoaspartate (D-aspartate) O-methyltransferase"
"ENSG00000100731",1983.66948976346,0.416211078779492,0.0598250293657505,6.95713956502913,3.47250916285567e-12,1.5892765422054e-11,"PCNX1","22990","pecanex 1"
"ENSG00000106244",1983.2520478792,-0.350829109760256,0.0504375062120359,-6.95571879159516,3.50768930177216e-12,1.60486335639057e-11,"PDAP1","11333","PDGFA associated protein 1"
"ENSG00000143761",7198.02260017108,-0.291151506904341,0.0418636964156262,-6.95474914622362,3.53189933073862e-12,1.6154226717986e-11,"ARF1","375","ADP ribosylation factor 1"
"ENSG00000174080",354.413837712882,0.68812460105246,0.0989560959520376,6.95383740063859,3.55481313753374e-12,1.62538254982497e-11,"CTSF","8722","cathepsin F"
"ENSG00000170854",306.048237477458,-0.761929351495467,0.109596043295822,-6.95216112354406,3.59732194360918e-12,1.64429269256043e-11,"RIOX2","84864","ribosomal oxygenase 2"
"ENSG00000134248",706.753580896828,0.505184929961131,0.0727072365879682,6.94820699656091,3.69957914131132e-12,1.69049227301634e-11,"LAMTOR5","10542","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"
"ENSG00000104213",334.578820053935,-0.73267336001333,0.105485453543968,-6.94572886969615,3.76511274880697e-12,1.71988712836453e-11,"PDGFRL","5157","platelet derived growth factor receptor like"
"ENSG00000108654",7931.13821486259,0.335181805064524,0.0482856498385478,6.94164428117397,3.8756211945667e-12,1.76980093168768e-11,"DDX5","1655","DEAD-box helicase 5"
"ENSG00000165379",128.191550939539,1.13719566328034,0.163853974239223,6.94029954757191,3.91269399978656e-12,1.78615919120969e-11,"LRFN5","145581","leucine rich repeat and fibronectin type III domain containing 5"
"ENSG00000140474",298.016518660733,0.743231879077182,0.107098495424546,6.93970420528283,3.92921774870263e-12,1.79312927547822e-11,"ULK3","25989","unc-51 like kinase 3"
"ENSG00000173826",24.9492852519336,3.72469597370669,0.536739916612297,6.93948010652084,3.93545532563138e-12,1.79540223159753e-11,"KCNH6","81033","potassium voltage-gated channel subfamily H member 6"
"ENSG00000084207",3857.45440772827,-0.302171693206482,0.0435676129712276,-6.93569540764235,4.04227715232204e-12,1.84354683409221e-11,"GSTP1","2950","glutathione S-transferase pi 1"
"ENSG00000153046",601.714334726115,0.55354225943198,0.0798244121445118,6.93449841421774,4.07664979325459e-12,1.85862960890037e-11,"CDYL","9425","chromodomain Y like"
"ENSG00000120333",215.501020928142,-0.863860945917889,0.124581372536129,-6.9341100385402,4.08786376345664e-12,1.86314760680328e-11,"MRPS14","63931","mitochondrial ribosomal protein S14"
"ENSG00000160200",74.9373582306146,-1.52093945092707,0.219380838713885,-6.93287280622837,4.12378964578363e-12,1.87892221053823e-11,"CBS","875","cystathionine beta-synthase"
"ENSG00000116741",147.251623708102,1.06073276261047,0.153027518764485,6.9316471388586,4.15968486196316e-12,1.89467278597837e-11,"RGS2","5997","regulator of G protein signaling 2"
"ENSG00000138018",882.710075478698,0.466734828248566,0.0673363210026703,6.93139781471068,4.16702403764795e-12,1.89741062651461e-11,"SELENOI","85465","selenoprotein I"
"ENSG00000221988",158.576080372788,1.04615112123897,0.150953778617657,6.93027449076789,4.20024826815948e-12,1.91192945386839e-11,"PPT2","9374","palmitoyl-protein thioesterase 2"
"ENSG00000111802",656.607097114607,0.531241273072726,0.0766693880427594,6.92898804378674,4.23861621508572e-12,1.92877967557453e-11,"TDP2","51567","tyrosyl-DNA phosphodiesterase 2"
"ENSG00000116221",1192.9784575393,-0.420113464719112,0.060640928469987,-6.92788641795019,4.27174485063813e-12,1.94323577855144e-11,"MRPL37","51253","mitochondrial ribosomal protein L37"
"ENSG00000116679",881.738446791462,0.468774665233415,0.0676746440274884,6.92688778744082,4.30199542741352e-12,1.95637385180435e-11,"IVNS1ABP","10625","influenza virus NS1A binding protein"
"ENSG00000068724",308.219671500308,-0.749737826422409,0.108258099371133,-6.92546636951514,4.34541560129108e-12,1.97549065718784e-11,"TTC7A","57217","tetratricopeptide repeat domain 7A"
"ENSG00000104356",519.421561738245,-0.586588290844498,0.0847245314399321,-6.92347636363592,4.40692704596955e-12,2.00281724227264e-11,"POP1","10940","POP1 homolog, ribonuclease P/MRP subunit"
"ENSG00000185305",293.825343921054,0.773664355919906,0.111785888905345,6.92094828332944,4.48630262675184e-12,2.03824258016932e-11,"ARL15","54622","ADP ribosylation factor like GTPase 15"
"ENSG00000137628",166.793373654063,0.98193362513469,0.142020259086163,6.91403910577966,4.71045230860076e-12,2.13939907078071e-11,"DDX60","55601","DExD/H-box helicase 60"
"ENSG00000101843",498.014394960668,-0.618246826218327,0.0894225182079618,-6.91377114632946,4.71936314618566e-12,2.1427648817583e-11,"PSMD10","5716","proteasome 26S subunit, non-ATPase 10"
"ENSG00000176994",1022.22168329734,0.465088684228332,0.0672787203954502,6.91286459514447,4.74963267596692e-12,2.15582310592664e-11,"SMCR8","140775","SMCR8-C9orf72 complex subunit"
"ENSG00000161016",11119.8925566886,-0.276328149958952,0.0399757741858287,-6.91239020598905,4.76554818621931e-12,2.16235992032899e-11,"RPL8","6132","ribosomal protein L8"
"ENSG00000166794",4419.39031579503,0.291830054028402,0.042235347796068,6.90961645296478,4.85965801855838e-12,2.2043618652616e-11,"PPIB","5479","peptidylprolyl isomerase B"
"ENSG00000059122",1054.19004397763,0.464429206029144,0.0672448037663417,6.9065441493876,4.96602434498473e-12,2.25189497599244e-11,"FLYWCH1","84256","FLYWCH-type zinc finger 1"
"ENSG00000184557",578.636651892164,0.596726403903388,0.0864535679678678,6.90227619206155,5.11758116695666e-12,2.31988350964167e-11,"SOCS3","9021","suppressor of cytokine signaling 3"
"ENSG00000105576",2150.0845828198,0.344658435597494,0.0499486796713197,6.90025117511556,5.19106721633613e-12,2.3524493692305e-11,"TNPO2","30000","transportin 2"
"ENSG00000172269",722.669942987943,0.51804766383663,0.0751013970891071,6.89797638813525,5.27485110564472e-12,2.38965979045446e-11,"DPAGT1","1798","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"ENSG00000164040",1997.89962369133,0.363819457146851,0.052744252444639,6.89780289385504,5.28129529226259e-12,2.39182060731385e-11,"PGRMC2","10424","progesterone receptor membrane component 2"
"ENSG00000169288",214.341476750328,-0.869315954679653,0.126047190207212,-6.89674996523575,5.32057061041641e-12,2.40884407604399e-11,"MRPL1","65008","mitochondrial ribosomal protein L1"
"ENSG00000266074",345.955209958334,-0.694743375850498,0.100769702001576,-6.89436767253351,5.41049223047216e-12,2.44877918314526e-11,"BAHCC1","57597","BAH domain and coiled-coil containing 1"
"ENSG00000104812",1430.98241489213,-0.412968187362612,0.0599111294261752,-6.89301288955814,5.46229231346404e-12,2.47144071604436e-11,"GYS1","2997","glycogen synthase 1"
"ENSG00000135801",366.94451687359,-0.66661945075827,0.0967539538344713,-6.88984195828045,5.5854405241065e-12,2.52635948215128e-11,"TAF5L","27097","TATA-box binding protein associated factor 5 like"
"ENSG00000105185",808.647621156078,-0.512949285785299,0.0744582467384266,-6.88908627659876,5.61518781033686e-12,2.53901053127103e-11,"PDCD5","9141","programmed cell death 5"
"ENSG00000102226",1344.98992494302,0.4001728112643,0.0581109280162923,6.88636070571966,5.72377512533009e-12,2.58729126234858e-11,"USP11","8237","ubiquitin specific peptidase 11"
"ENSG00000127022",17938.8997928596,0.238689861749139,0.0346711002363498,6.8844040172366,5.80299645128274e-12,2.62227147453726e-11,"CANX","821","calnexin"
"ENSG00000143369",2858.35140402732,0.328925627532292,0.0477791409522793,6.88429345895555,5.80750460884058e-12,2.62347867908535e-11,"ECM1","1893","extracellular matrix protein 1"
"ENSG00000186073",177.828218332694,-0.957824921010409,0.139144843960696,-6.88365370750616,5.83365878475823e-12,2.63446038828601e-11,"CDIN1","84529","CDAN1 interacting nuclease 1"
"ENSG00000125648",538.495151310466,-0.639936580346017,0.0929835949812921,-6.88225251427168,5.89134602316781e-12,2.65967087847437e-11,"SLC25A23","79085","solute carrier family 25 member 23"
"ENSG00000172348",38.3626989252067,-2.26764443404114,0.329580017454851,-6.88040631696303,5.96820844527622e-12,2.69351941334362e-11,"RCAN2","10231","regulator of calcineurin 2"
"ENSG00000188735",431.217636552423,-0.646142143502185,0.0939806545997794,-6.87526753515187,6.18736281594457e-12,2.79154423445838e-11,"TMEM120B","144404","transmembrane protein 120B"
"ENSG00000113558",3058.69880681037,0.312180060202094,0.0454190983012813,6.87332139734018,6.27240280946151e-12,2.82901805274229e-11,"SKP1","6500","S-phase kinase associated protein 1"
"ENSG00000054965",1301.62058904297,-0.414714778465193,0.0603408441106871,-6.87287001992306,6.29228961356571e-12,2.83709169318727e-11,"FAM168A","23201","family with sequence similarity 168 member A"
"ENSG00000147533",995.927400707194,0.441908654302936,0.0643471692020195,6.8675694639426,6.53049562962332e-12,2.94356578016849e-11,"GOLGA7","51125","golgin A7"
"ENSG00000138688",2143.2286615619,0.407900193513594,0.0594170860427674,6.86503194081236,6.64763775399985e-12,2.99542137785911e-11,"BLTP1","84162","bridge-like lipid transfer protein family member 1"
"ENSG00000022267",1322.75438647007,0.400569532359633,0.0583675948165483,6.86287542974212,6.74880755189784e-12,3.04004941883661e-11,"FHL1","2273","four and a half LIM domains 1"
"ENSG00000180354",269.012638443154,0.8519757983108,0.124171910435913,6.86126029083297,6.82556635498074e-12,3.07365667763382e-11,"MTURN","222166","maturin, neural progenitor differentiation regulator homolog"
"ENSG00000166974",588.527460690558,-0.566150887998043,0.0825525409372652,-6.85806737830495,6.97983397448087e-12,3.14213515573541e-11,"MAPRE2","10982","microtubule associated protein RP/EB family member 2"
"ENSG00000167693",1735.99887501992,-0.487602019543186,0.0711135012841667,-6.85667293464779,7.04827457916905e-12,3.17194562346725e-11,"NXN","64359","nucleoredoxin"
"ENSG00000197961",406.706638197804,0.655076132059957,0.0955439789226559,6.85627853734508,7.06775098561302e-12,3.17970882136997e-11,"ZNF121","7675","zinc finger protein 121"
"ENSG00000103342",3569.98289171201,-0.298559772047771,0.0435847210383495,-6.85010170846506,7.37975012161622e-12,3.31902867560346e-11,"GSPT1","2935","G1 to S phase transition 1"
"ENSG00000112039",82.7734668269141,-1.37450182511398,0.200669903943103,-6.8495663679776,7.40741779834356e-12,3.33042353892161e-11,"FANCE","2178","FA complementation group E"
"ENSG00000054654",129.745321842903,-1.20955199691032,0.17660293150263,-6.84899161423212,7.43723559586791e-12,3.34277763534856e-11,"SYNE2","23224","spectrin repeat containing nuclear envelope protein 2"
"ENSG00000176490",267.480644913129,-0.800424195729493,0.116909664421691,-6.84651863204721,7.56687945277656e-12,3.3999781724901e-11,"DIRAS1","148252","DIRAS family GTPase 1"
"ENSG00000171858",2329.53937263789,-0.354634471150648,0.0518015952062101,-6.84601448544066,7.59357933582501e-12,3.41090211424291e-11,"RPS21","6227","ribosomal protein S21"
"ENSG00000183160",65.7058547607355,-1.62044629091078,0.236765996171602,-6.84408368225445,7.69669223339774e-12,3.45613177811548e-11,"TMEM119","338773","transmembrane protein 119"
"ENSG00000152291",8380.80004963164,0.251397159643904,0.0367376985599737,6.84302962618908,7.75356085293269e-12,3.48057395422032e-11,"TGOLN2","10618","trans-golgi network protein 2"
"ENSG00000135686",948.645076960946,-0.449118489417755,0.0656454313796259,-6.84158028942659,7.83242851248149e-12,3.51487304028544e-11,"KLHL36","79786","kelch like family member 36"
"ENSG00000070759",58.159365422281,1.73677089347258,0.254102407016509,6.83492499683302,8.20479443290722e-12,3.68081921104418e-11,"TESK2","10420","testis associated actin remodelling kinase 2"
"ENSG00000077713",285.117245740765,-0.77368605256527,0.113205558177453,-6.83434687325591,8.23794761111717e-12,3.69453198358548e-11,"SLC25A43","203427","solute carrier family 25 member 43"
"ENSG00000115935",401.880266740226,-0.680656290704735,0.099605328695356,-6.83353290049903,8.28484844496203e-12,3.71439972340984e-11,"WIPF1","7456","WAS/WASL interacting protein family member 1"
"ENSG00000171940",842.630063719317,0.508094411063664,0.0743603660727705,6.83286591900897,8.32347463477745e-12,3.73054633458303e-11,"ZNF217","7764","zinc finger protein 217"
"ENSG00000135930",1020.90242802115,-0.450176024409338,0.065929982269986,-6.82809260536198,8.60510357203141e-12,3.85556146244971e-11,"EIF4E2","9470","eukaryotic translation initiation factor 4E family member 2"
"ENSG00000091947",363.950776587137,0.702897770966269,0.102947543810501,6.82772745176044,8.62702830041846e-12,3.86417285177728e-11,"TMEM101","84336","transmembrane protein 101"
"ENSG00000030419",107.132061978428,-1.26181940978221,0.184851837638974,-6.82611233893503,8.72466192095007e-12,3.90667933789501e-11,"IKZF2","22807","IKAROS family zinc finger 2"
"ENSG00000139291",189.337343863324,-0.919597383720024,0.134726736844169,-6.82564875584922,8.75288493920833e-12,3.91808863903641e-11,"TMEM19","55266","transmembrane protein 19"
"ENSG00000183876",189.179840941763,-0.934361315849679,0.136899609068346,-6.82515693221015,8.78292503894941e-12,3.93030392407122e-11,"ARSI","340075","arylsulfatase family member I"
"ENSG00000141252",1219.43698615785,-0.435410915730314,0.063851722063084,-6.81909432763831,9.16162338108043e-12,4.09848507282658e-11,"VPS53","55275","VPS53 subunit of GARP complex"
"ENSG00000135679",1549.49915841538,-0.41718982038908,0.0611832379369339,-6.81869470228281,9.18714028371337e-12,4.10861339425679e-11,"MDM2","4193","MDM2 proto-oncogene"
"ENSG00000147140",6569.38326219286,0.275984216884478,0.0404823226420902,6.8174007535213,9.27024023576221e-12,4.14447923404155e-11,"NONO","4841","non-POU domain containing octamer binding"
"ENSG00000163170",159.337849349431,-0.975478542671284,0.143089918195488,-6.817241598661,9.280512199489e-12,4.14777334973407e-11,"BOLA3","388962","bolA family member 3"
"ENSG00000183826",667.459706710344,0.55984881713341,0.0821462796530475,6.81526685685564,9.40889468286125e-12,4.20383646074414e-11,"BTBD9","114781","BTB domain containing 9"
"ENSG00000118900",1508.99820660382,0.394575595512999,0.0579162587626344,6.81286402027691,9.56745685019218e-12,4.27334439174938e-11,"UBN1","29855","ubinuclein 1"
"ENSG00000169908",2851.42691494041,0.42377631581806,0.0622043605930848,6.81264644114308,9.58194339501225e-12,4.27847700701328e-11,"TM4SF1","4071","transmembrane 4 L six family member 1"
"ENSG00000160087",1226.36024604796,0.430321310048951,0.0631922134648989,6.80972047747591,9.77885595703478e-12,4.3650368278214e-11,"UBE2J2","118424","ubiquitin conjugating enzyme E2 J2"
"ENSG00000077458",176.702824862971,0.939120004718281,0.137929399219759,6.80870075582659,9.84840880145825e-12,4.39471013183473e-11,"FAM76B","143684","family with sequence similarity 76 member B"
"ENSG00000103512",2159.47633650304,0.337292479958155,0.0495389769092126,6.80862829638757,9.85336949284349e-12,4.39555058825035e-11,"NOMO1","23420","NODAL modulator 1"
"ENSG00000129951",92.5963028731117,1.32318206230607,0.194359097742407,6.80792449479128,9.9016804395057e-12,4.41572286599748e-11,"PLPPR3","79948","phospholipid phosphatase related 3"
"ENSG00000155970",461.898310169506,0.61192152753118,0.0898913522732437,6.80734589097198,9.94157119681152e-12,4.43212868212409e-11,"MICU3","286097","mitochondrial calcium uptake family member 3"
"ENSG00000067798",1632.04733175193,-0.383487963979674,0.0563392351135634,-6.80676553749221,9.981740726408e-12,4.44864850346371e-11,"NAV3","89795","neuron navigator 3"
"ENSG00000144736",273.973060734124,-0.876474531322526,0.128815122512308,-6.80412760729069,1.01663397388025e-11,4.52950707514209e-11,"SHQ1","55164","SHQ1, H/ACA ribonucleoprotein assembly factor"
"ENSG00000138029",2086.344773031,0.353900388982723,0.0520183904863727,6.80337060938928,1.02199282703911e-11,4.55196306249663e-11,"HADHB","3032","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta"
"ENSG00000099994",58.6932921857819,1.69787644193678,0.249725799911324,6.79896287263746,1.05374966702834e-11,4.69194521316482e-11,"SUSD2","56241","sushi domain containing 2"
"ENSG00000197019",481.639590871688,0.631480822326839,0.0928951824644201,6.79777794256127,1.06245043227861e-11,4.72921220774933e-11,"SERTAD1","29950","SERTA domain containing 1"
"ENSG00000184481",147.202660479767,1.02076617753329,0.150268012186973,6.79297052431349,1.09847830499496e-11,4.88805735468786e-11,"FOXO4","4303","forkhead box O4"
"ENSG00000103066",816.45084472559,-0.484952626811567,0.0713999255842478,-6.79206067574049,1.10543034430406e-11,4.91746092744914e-11,"PLA2G15","23659","phospholipase A2 group XV"
"ENSG00000116288",2258.1923049478,-0.337638006910553,0.0497153967881848,-6.79141732186264,1.11037212525625e-11,4.93790642501878e-11,"PARK7","11315","Parkinsonism associated deglycase"
"ENSG00000166448",136.438985426863,-1.07829799385453,0.158812225397448,-6.78976691596602,1.12314853373934e-11,4.99316951631894e-11,"TMEM130","222865","transmembrane protein 130"
"ENSG00000100796",796.327769043089,-0.48521116009321,0.0714906659275349,-6.78705609743564,1.14444718419645e-11,5.08627367114565e-11,"PPP4R3A","55671","protein phosphatase 4 regulatory subunit 3A"
"ENSG00000180917",511.243588063046,0.614327228895544,0.0905182338295876,6.78677878373207,1.14664819064483e-11,5.0944705303797e-11,"CMTR2","55783","cap methyltransferase 2"
"ENSG00000175482",208.300869239066,0.889002928305491,0.130998334691324,6.78636816567387,1.14991483552527e-11,5.10739537022479e-11,"POLD4","57804","DNA polymerase delta 4, accessory subunit"
"ENSG00000198171",556.326117088857,0.582801485369783,0.0858798851980383,6.78623968844216,1.15093879876839e-11,5.11035430575307e-11,"DDRGK1","65992","DDRGK domain containing 1"
"ENSG00000162636",242.077507015872,0.856059372641103,0.126149490843776,6.78607077139339,1.15228642648718e-11,5.11474807829175e-11,"EEIG2","284611","EEIG family member 2"
"ENSG00000119938",628.103104224077,-1.42811035043465,0.210450920117827,-6.78595441462116,1.15321562493753e-11,5.11728238167371e-11,"PPP1R3C","5507","protein phosphatase 1 regulatory subunit 3C"
"ENSG00000143162",269.547385527805,0.808154729957528,0.119117691128587,6.78450633403503,1.16484125251236e-11,5.16726473630017e-11,"CREG1","8804","cellular repressor of E1A stimulated genes 1"
"ENSG00000242498",222.247126221065,-0.828110243738077,0.122109831308942,-6.78168362744626,1.18783372920498e-11,5.26762402606767e-11,"ARPIN","348110","actin related protein 2/3 complex inhibitor"
"ENSG00000253910",136.101252568225,1.13679288956396,0.167688558638139,6.77919172778559,1.20850064378421e-11,5.35761117188504e-11,"PCDHGB2","56103","protocadherin gamma subfamily B, 2"
